lead_id,chuck_id,mensaje_chuck,intencion,pre_precio,lead_clase,lead_clase_id
L01675,CHUCK_04,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio,1
L01676,CHUCK_01,"Perfecto, hablamos pronto. Que tengas excelente dia.",despedida,0,frio,0
L01677,CHUCK_10,"Hola, un gusto saludarte. En que te asesoro?",saludo,0,frio,0
L01678,CHUCK_09,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,caliente,2
L01679,CHUCK_08,"Excelente decision, te ayudo a completar tu compra ahora.",compra,0,caliente,2
L01680,CHUCK_04,"Tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,tibio,1
L01681,CHUCK_10,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente,2
L01682,CHUCK_01,Te escribo para dar seguimiento a tu interes.,seguimiento,0,tibio,1
L01683,CHUCK_05,"Gracias por tu tiempo, quedo atento a cualquier consulta.",despedida,0,frio,0
L01684,CHUCK_02,Retomo la conversacion para ayudarte con la decision.,seguimiento,0,tibio,1
L01685,CHUCK_02,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,frio,0
L01686,CHUCK_03,"En relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,1,tibio,1
L01687,CHUCK_02,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio,1
L01688,CHUCK_02,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,0,tibio,1
L01689,CHUCK_09,Podemos resolver esa objecion con una opcion mas flexible.,objecion,0,tibio,1
L01690,CHUCK_03,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,tibio,1
L01691,CHUCK_03,"Entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio,1
L01692,CHUCK_02,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,caliente,2
L01693,CHUCK_06,"Bienvenido, estoy para ayudarte con toda la informacion.",saludo,0,frio,0
L01694,CHUCK_10,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio,1
L01695,CHUCK_10,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio,1
L01696,CHUCK_06,Retomo la conversacion para ayudarte con la decision.,seguimiento,0,tibio,1
L01697,CHUCK_04,"Si quieres, te envio una tabla comparativa clara.",comparacion,1,tibio,1
L01698,CHUCK_03,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,caliente,2
L01699,CHUCK_05,"Hola, un gusto saludarte. En que te asesoro?",saludo,0,frio,0
L01700,CHUCK_08,"Hola, gracias por contactarnos. Como puedo ayudarte hoy?",saludo,0,frio,0
L01701,CHUCK_06,"Entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,1,tibio,1
L01702,CHUCK_09,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio,1
L01703,CHUCK_05,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente,2
L01704,CHUCK_01,Quedo atento para continuar cuando te venga bien.,seguimiento,0,tibio,1
L01705,CHUCK_06,Quedo atento para continuar cuando te venga bien.,seguimiento,0,frio,0
L01706,CHUCK_07,Fue un gusto ayudarte. Estoy disponible cuando lo necesites.,despedida,0,frio,0
L01707,CHUCK_01,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio,1
L01708,CHUCK_07,"Si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,tibio,1
L01709,CHUCK_09,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente,2
L01710,CHUCK_10,Fue un gusto ayudarte. Estoy disponible cuando lo necesites.,despedida,0,frio,0
L01711,CHUCK_02,"Excelente decision, te ayudo a completar tu compra ahora.",compra,1,tibio,1
L01712,CHUCK_06,Quedo atento para continuar cuando te venga bien.,seguimiento,0,tibio,1
L01713,CHUCK_01,Podemos resolver esa objecion con una opcion mas flexible.,objecion,0,tibio,1
L01714,CHUCK_07,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio,1
L01715,CHUCK_06,"Si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,caliente,2
L01716,CHUCK_06,"Hola, gracias por contactarnos. Como puedo ayudarte hoy?",saludo,0,frio,0
L01717,CHUCK_09,"Es normal tener esa inquietud, revisemos alternativas.",objecion,1,tibio,1
L01718,CHUCK_10,"Bienvenido, estoy para ayudarte con toda la informacion.",saludo,0,frio,0
L01719,CHUCK_07,"Tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,tibio,1
L01720,CHUCK_01,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,tibio,1
L01721,CHUCK_02,"Gracias por tu tiempo, quedo atento a cualquier consulta.",despedida,0,frio,0
L01722,CHUCK_01,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente,2
L01723,CHUCK_04,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente,2
L01724,CHUCK_02,Te comparo este plan frente a otras alternativas del mercado.,comparacion,0,tibio,1
L01725,CHUCK_10,"Tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,caliente,2
L01726,CHUCK_02,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio,1
L01727,CHUCK_07,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio,1
L01728,CHUCK_01,Podemos agendar una demo de 20 minutos esta semana.,agendar_demo,0,tibio,1
L01729,CHUCK_05,"Entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,frio,0
L01730,CHUCK_07,"Es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio,1
L01731,CHUCK_03,"Perfecto, hablamos pronto. Que tengas excelente dia.",despedida,0,frio,0
L01732,CHUCK_09,"Si quieres, te envio una tabla comparativa clara.",comparacion,1,tibio,1
L01733,CHUCK_04,"Bienvenido, estoy para ayudarte con toda la informacion.",saludo,0,frio,0
L01734,CHUCK_07,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,frio,0
L01735,CHUCK_05,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,tibio,1
L01736,CHUCK_06,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio,1
L01737,CHUCK_03,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio,1
L01738,CHUCK_10,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente,2
L01739,CHUCK_03,"Entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,frio,0
L01740,CHUCK_06,"Excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente,2
L01741,CHUCK_08,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente,2
L01742,CHUCK_04,Retomo la conversacion para ayudarte con la decision.,seguimiento,0,tibio,1
L01743,CHUCK_04,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,tibio,1
L01744,CHUCK_08,"Excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente,2
L01745,CHUCK_02,"Excelente decision, te ayudo a completar tu compra ahora.",compra,1,tibio,1
L01746,CHUCK_01,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,frio,0
L01747,CHUCK_07,Te ayudo con soporte tecnico paso a paso.,soporte,1,frio,0
L01748,CHUCK_10,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente,2
L01749,CHUCK_04,"Es normal tener esa inquietud, revisemos alternativas.",objecion,0,frio,0
L01750,CHUCK_06,"Entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio,1
L01751,CHUCK_02,Fue un gusto ayudarte. Estoy disponible cuando lo necesites.,despedida,1,frio,0
L01752,CHUCK_08,"Es normal tener esa inquietud, revisemos alternativas.",objecion,0,frio,0
L01753,CHUCK_05,"Entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,frio,0
L01754,CHUCK_06,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente,2
L01755,CHUCK_04,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio,1
L01756,CHUCK_03,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente,2
L01757,CHUCK_06,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,caliente,2
L01758,CHUCK_01,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,caliente,2
L01759,CHUCK_10,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente,2
L01760,CHUCK_01,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio,1
L01761,CHUCK_08,"Excelente decision, te ayudo a completar tu compra ahora.",compra,0,caliente,2
L01762,CHUCK_04,Te explico las caracteristicas principales del producto.,consulta_producto,0,tibio,1
L01763,CHUCK_04,"Excelente decision, te ayudo a completar tu compra ahora.",compra,0,caliente,2
L01764,CHUCK_05,"Bienvenido, estoy para ayudarte con toda la informacion.",saludo,0,frio,0
L01765,CHUCK_10,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio,1
L01766,CHUCK_06,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,frio,0
L01767,CHUCK_09,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio,1
L01768,CHUCK_04,"Es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio,1
L01769,CHUCK_05,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente,2
L01770,CHUCK_02,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente,2
L01771,CHUCK_04,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente,2
L01772,CHUCK_03,"Es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio,1
L01773,CHUCK_02,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,caliente,2
L01774,CHUCK_04,Quedo atento para continuar cuando te venga bien.,seguimiento,1,frio,0
L01775,CHUCK_04,Te escribo para dar seguimiento a tu interes.,seguimiento,0,frio,0
L01776,CHUCK_07,Podemos resolver esa objecion con una opcion mas flexible.,objecion,0,frio,0
L01777,CHUCK_08,Te escribo para dar seguimiento a tu interes.,seguimiento,0,tibio,1
L01778,CHUCK_07,"Es normal tener esa inquietud, revisemos alternativas.",objecion,0,frio,0
L01779,CHUCK_08,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,frio,0
L01780,CHUCK_10,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente,2
L01781,CHUCK_10,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,tibio,1
L01782,CHUCK_02,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,tibio,1
L01783,CHUCK_08,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,caliente,2
L01784,CHUCK_01,"En relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,1,tibio,1
L01785,CHUCK_05,"En relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,0,tibio,1
L01786,CHUCK_06,Podemos resolver esa objecion con una opcion mas flexible.,objecion,0,tibio,1
L01787,CHUCK_02,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,caliente,2
L01788,CHUCK_07,"Si quieres, te envio una tabla comparativa clara.",comparacion,1,caliente,2
L01789,CHUCK_04,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente,2
L01790,CHUCK_02,Vamos a revisar ese inconveniente para resolverlo rapido.,soporte,0,frio,0
L01791,CHUCK_09,"Tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,tibio,1
L01792,CHUCK_01,"En relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,1,caliente,2
L01793,CHUCK_03,"Entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio,1
L01794,CHUCK_04,Podemos agendar una demo de 20 minutos esta semana.,agendar_demo,0,caliente,2
L01795,CHUCK_04,Retomo la conversacion para ayudarte con la decision.,seguimiento,0,tibio,1
L01796,CHUCK_06,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente,2
L01797,CHUCK_06,"Si quieres, te envio una tabla comparativa clara.",comparacion,1,tibio,1
L01798,CHUCK_02,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio,1
L01799,CHUCK_04,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente,2
L01800,CHUCK_02,"Hola, un gusto saludarte. En que te asesoro?",saludo,0,frio,0
L01801,CHUCK_03,Te explico las caracteristicas principales del producto.,consulta_producto,0,tibio,1
L01802,CHUCK_01,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,caliente,2
L01803,CHUCK_07,"En relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,1,tibio,1
L01804,CHUCK_04,"Gracias por tu tiempo, quedo atento a cualquier consulta.",despedida,0,frio,0
L01805,CHUCK_03,"Es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio,1
L01806,CHUCK_05,Vamos a revisar ese inconveniente para resolverlo rapido.,soporte,0,frio,0
L01807,CHUCK_07,"Es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio,1
L01808,CHUCK_06,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio,1
L01809,CHUCK_02,"Entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio,1
L01810,CHUCK_07,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,caliente,2
L01811,CHUCK_09,"Perfecto, hablamos pronto. Que tengas excelente dia.",despedida,0,frio,0
L01812,CHUCK_06,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,frio,0
L01813,CHUCK_10,Vamos a revisar ese inconveniente para resolverlo rapido.,soporte,0,frio,0
L01814,CHUCK_02,"Si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,tibio,1
L01815,CHUCK_07,Te explico las caracteristicas principales del producto.,consulta_producto,0,tibio,1
L01816,CHUCK_01,Te escribo para dar seguimiento a tu interes.,seguimiento,0,tibio,1
L01817,CHUCK_09,"Excelente decision, te ayudo a completar tu compra ahora.",compra,0,caliente,2
L01818,CHUCK_09,Te explico las caracteristicas principales del producto.,consulta_producto,0,tibio,1
L01819,CHUCK_06,Te escribo para dar seguimiento a tu interes.,seguimiento,0,frio,0
L01820,CHUCK_04,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio,1
L01821,CHUCK_02,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio,1
L01822,CHUCK_10,Te comparo este plan frente a otras alternativas del mercado.,comparacion,0,tibio,1
L01823,CHUCK_01,"Gracias por tu tiempo, quedo atento a cualquier consulta.",despedida,0,frio,0
L01824,CHUCK_09,Te escribo para dar seguimiento a tu interes.,seguimiento,0,tibio,1
L01825,CHUCK_07,Te comparo este plan frente a otras alternativas del mercado.,comparacion,1,tibio,1
L01826,CHUCK_09,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio,1
L01827,CHUCK_03,"Perfecto, hablamos pronto. Que tengas excelente dia.",despedida,0,frio,0
L01828,CHUCK_08,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio,1
L01829,CHUCK_08,Podemos agendar una demo de 20 minutos esta semana.,agendar_demo,0,caliente,2
L01830,CHUCK_04,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,tibio,1
L01831,CHUCK_01,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,tibio,1
L01832,CHUCK_07,Quedo atento para continuar cuando te venga bien.,seguimiento,0,frio,0
L01833,CHUCK_06,"Si quieres, te envio una tabla comparativa clara.",comparacion,1,caliente,2
L01834,CHUCK_03,"Es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio,1
L01835,CHUCK_02,"Bienvenido, estoy para ayudarte con toda la informacion.",saludo,0,frio,0
L01836,CHUCK_04,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente,2
L01837,CHUCK_06,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente,2
L01838,CHUCK_10,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,0,tibio,1
L01839,CHUCK_05,Podemos resolver esa objecion con una opcion mas flexible.,objecion,0,tibio,1
L01840,CHUCK_06,"Entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio,1
L01841,CHUCK_03,"Hola, gracias por contactarnos. Como puedo ayudarte hoy?",saludo,0,frio,0
L01842,CHUCK_04,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente,2
L01843,CHUCK_10,"Hola, gracias por contactarnos. Como puedo ayudarte hoy?",saludo,0,frio,0
L01844,CHUCK_08,Podemos agendar una demo de 20 minutos esta semana.,agendar_demo,0,tibio,1
L01845,CHUCK_05,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente,2
L01846,CHUCK_02,Te escribo para dar seguimiento a tu interes.,seguimiento,0,frio,0
L01847,CHUCK_10,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,caliente,2
L01848,CHUCK_09,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio,1
L01849,CHUCK_03,"En relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,0,caliente,2
L01850,CHUCK_10,"Es normal tener esa inquietud, revisemos alternativas.",objecion,0,frio,0
L01851,CHUCK_10,Podemos resolver esa objecion con una opcion mas flexible.,objecion,0,frio,0
L01852,CHUCK_03,"En relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,1,tibio,1
L01853,CHUCK_08,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio,1
L01854,CHUCK_10,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio,1
L01855,CHUCK_07,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente,2
